schema_version,customer_id,driver_id,persona_type,persona_display_name_ko,vehicle_class,base_premium_krw,annual_total_distance_km,annual_distance_scope,baseline_60_day_excluded_from_discount,existing_discount_table_id,existing_matched_tier_label,existing_discount_rate_pct,existing_discount_amount_krw,existing_net_premium_krw,proposed_discount_rule_id,annual_senior_safe_mileage_score,annual_score_tier,annual_decision_signal,annual_out_zone_pattern_change_risk,proposed_pricing_action,preventive_care_required,proposed_rationale_code,annual_reason_codes,same_input_contract_id,same_input_contract_json,proposed_discount_rate_pct,proposed_discount_amount_krw,proposed_net_premium_krw,discount_rate_delta_pct,discount_amount_delta_krw,premium_delta_krw
senior-safe-mileage-annual-ab-comparison/v1,cust_013,driver_013,recent_outer_risk_change,최근 생활권 밖 위험변화형,personal_passenger_ev_hydrogen,941000,3600.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,4천km 이하,29.0,272890,668110,annual_integrated_score_adjusted_discount/v4,65.84,B,예방 케어,72.94,score_adjusted_discount_with_preventive_care,1,PREVENTIVE_CARE_DISCOUNT_REDUCED_AND_CARE,PREVENTIVE_CARE_REVIEW|OUT_ZONE_PATTERN_CHANGE_RISK|RISK_EVENT_INCREASE|OUT_ZONE_RATIO_INCREASE|NIGHT_DRIVING_INCREASE|LOW_MILEAGE,same-annual-input:4783bac19a95ab48,"{""annual_total_distance_km"":3600.0,""base_premium_krw"":941000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:4783bac19a95ab48"",""customer_id"":""cust_013"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_passenger_ev_hydrogen""}",16.18,152254,788746,-12.82,-120636,120636
senior-safe-mileage-annual-ab-comparison/v1,cust_014,driver_014,recent_outer_risk_change,최근 생활권 밖 위험변화형,personal_passenger_general,889000,4700.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,5천km 이하,23.0,204470,684530,annual_integrated_score_adjusted_discount/v4,63.42,B,예방 케어,70.67,score_adjusted_discount_with_preventive_care,1,PREVENTIVE_CARE_DISCOUNT_REDUCED_AND_CARE,PREVENTIVE_CARE_REVIEW|OUT_ZONE_PATTERN_CHANGE_RISK|RISK_EVENT_INCREASE|OUT_ZONE_RATIO_INCREASE|NIGHT_DRIVING_INCREASE|CANDIDATE_LIVING_ZONE|LOW_MILEAGE,same-annual-input:87d3e6e88a770497,"{""annual_total_distance_km"":4700.0,""base_premium_krw"":889000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:87d3e6e88a770497"",""customer_id"":""cust_014"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_passenger_general""}",10.46,92989,796011,-12.54,-111481,111481
senior-safe-mileage-annual-ab-comparison/v1,cust_015,driver_015,recent_outer_risk_change,최근 생활권 밖 위험변화형,personal_business,907000,5100.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,6천km 이하,8.0,72560,834440,annual_integrated_score_adjusted_discount/v4,60.99,B,예방 케어,76.58,score_adjusted_discount_with_preventive_care,1,PREVENTIVE_CARE_DISCOUNT_REDUCED_AND_CARE,PREVENTIVE_CARE_REVIEW|OUT_ZONE_PATTERN_CHANGE_RISK|RISK_EVENT_INCREASE|OUT_ZONE_RATIO_INCREASE|LOW_MILEAGE,same-annual-input:134e5b58f0c5caf5,"{""annual_total_distance_km"":5100.0,""base_premium_krw"":907000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:134e5b58f0c5caf5"",""customer_id"":""cust_015"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_business""}",1.0,9070,897930,-7.0,-63490,63490
senior-safe-mileage-annual-ab-comparison/v1,cust_016,driver_016,in_zone_risky_low_mileage,생활권 안 저주행 위험행동형,personal_passenger_general,925000,3300.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,4천km 이하,25.0,231250,693750,annual_integrated_score_adjusted_discount/v4,60.23,B,예방 케어,75.06,score_adjusted_discount_with_preventive_care,1,PREVENTIVE_CARE_DISCOUNT_REDUCED_AND_CARE,PREVENTIVE_CARE_REVIEW|OUT_ZONE_PATTERN_CHANGE_RISK|RISK_EVENT_INCREASE|OUT_ZONE_RATIO_INCREASE|LOW_MILEAGE,same-annual-input:e0b879ea6e8e1986,"{""annual_total_distance_km"":3300.0,""base_premium_krw"":925000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:e0b879ea6e8e1986"",""customer_id"":""cust_016"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_passenger_general""}",11.93,110352,814648,-13.07,-120898,120898
senior-safe-mileage-annual-ab-comparison/v1,cust_017,driver_017,in_zone_risky_low_mileage,생활권 안 저주행 위험행동형,personal_passenger_general,943000,4200.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,5천km 이하,23.0,216890,726110,annual_integrated_score_adjusted_discount/v4,68.81,B,기본,25.93,annual_integrated_score_adjusted_discount,0,STANDARD_SCORE_RECEIVES_SMALL_RATE_ADJUSTMENT,RISK_EVENT_INCREASE|OUT_ZONE_SAFE_DRIVING|LOW_MILEAGE|NO_STRONG_RISK_CHANGE,same-annual-input:2b77667006914a3f,"{""annual_total_distance_km"":4200.0,""base_premium_krw"":943000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:2b77667006914a3f"",""customer_id"":""cust_017"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_passenger_general""}",22.49,212081,730919,-0.51,-4809,4809
senior-safe-mileage-annual-ab-comparison/v1,cust_018,driver_018,in_zone_risky_low_mileage,생활권 안 저주행 위험행동형,personal_passenger_ev_hydrogen,946000,4500.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,5천km 이하,27.0,255420,690580,annual_integrated_score_adjusted_discount/v4,68.1,B,기본,24.64,annual_integrated_score_adjusted_discount,0,STANDARD_SCORE_RECEIVES_SMALL_RATE_ADJUSTMENT,RISK_EVENT_INCREASE|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING|LOW_MILEAGE|NO_STRONG_RISK_CHANGE,same-annual-input:24035047fc8d44df,"{""annual_total_distance_km"":4500.0,""base_premium_krw"":946000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:24035047fc8d44df"",""customer_id"":""cust_018"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_passenger_ev_hydrogen""}",26.38,249555,696445,-0.62,-5865,5865
senior-safe-mileage-annual-ab-comparison/v1,cust_019,driver_019,in_zone_risky_low_mileage,생활권 안 저주행 위험행동형,personal_passenger_general,889000,3900.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,4천km 이하,25.0,222250,666750,annual_integrated_score_adjusted_discount/v4,69.14,B,기본,25.75,annual_integrated_score_adjusted_discount,0,STANDARD_SCORE_RECEIVES_SMALL_RATE_ADJUSTMENT,RISK_EVENT_INCREASE|OUT_ZONE_SAFE_DRIVING|LOW_MILEAGE|NO_STRONG_RISK_CHANGE,same-annual-input:939024a5df7580b8,"{""annual_total_distance_km"":3900.0,""base_premium_krw"":889000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:939024a5df7580b8"",""customer_id"":""cust_019"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_passenger_general""}",24.54,218161,670839,-0.46,-4089,4089
senior-safe-mileage-annual-ab-comparison/v1,cust_020,driver_020,in_zone_risky_low_mileage,생활권 안 저주행 위험행동형,personal_business,912000,3000.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,3천km 이하,16.0,145920,766080,annual_integrated_score_adjusted_discount/v4,68.87,B,기본,35.73,annual_integrated_score_adjusted_discount,0,STANDARD_SCORE_RECEIVES_SMALL_RATE_ADJUSTMENT,RISK_EVENT_INCREASE|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING|LOW_MILEAGE,same-annual-input:e56b2cf408299082,"{""annual_total_distance_km"":3000.0,""base_premium_krw"":912000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:e56b2cf408299082"",""customer_id"":""cust_020"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_business""}",15.5,141360,770640,-0.5,-4560,4560
senior-safe-mileage-annual-ab-comparison/v1,cust_021,driver_021,medical_visit_pattern,병원 방문 반복 외부 목적지형,personal_passenger_general,960000,6200.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,7천km 이하,21.0,201600,758400,annual_integrated_score_adjusted_discount/v4,76.76,A,우대,19.24,annual_integrated_score_adjusted_discount,0,HIGH_INTEGRATED_SCORE_RECEIVES_RATE_UPLIFT,OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING|LOW_MILEAGE|NO_STRONG_RISK_CHANGE,same-annual-input:11fcb50b89d9dfa8,"{""annual_total_distance_km"":6200.0,""base_premium_krw"":960000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:11fcb50b89d9dfa8"",""customer_id"":""cust_021"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_passenger_general""}",24.64,236544,723456,3.64,34944,-34944
senior-safe-mileage-annual-ab-comparison/v1,cust_022,driver_022,medical_visit_pattern,병원 방문 반복 외부 목적지형,personal_passenger_general,983000,5700.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,6천km 이하,22.0,216260,766740,annual_integrated_score_adjusted_discount/v4,77.06,A,우대,24.98,annual_integrated_score_adjusted_discount,0,HIGH_INTEGRATED_SCORE_RECEIVES_RATE_UPLIFT,OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING|LOW_MILEAGE|NO_STRONG_RISK_CHANGE,same-annual-input:3c6929197355109a,"{""annual_total_distance_km"":5700.0,""base_premium_krw"":983000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:3c6929197355109a"",""customer_id"":""cust_022"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_passenger_general""}",25.66,252238,730762,3.66,35978,-35978
senior-safe-mileage-annual-ab-comparison/v1,cust_023,driver_023,medical_visit_pattern,병원 방문 반복 외부 목적지형,personal_passenger_ev_hydrogen,1016000,6900.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,7천km 이하,25.0,254000,762000,annual_integrated_score_adjusted_discount/v4,74.12,B,기본,23.65,annual_integrated_score_adjusted_discount,0,STANDARD_SCORE_RECEIVES_SMALL_RATE_ADJUSTMENT,OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING|LOW_MILEAGE|NO_STRONG_RISK_CHANGE,same-annual-input:ffaed43e5dca8bf7,"{""annual_total_distance_km"":6900.0,""base_premium_krw"":1016000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:ffaed43e5dca8bf7"",""customer_id"":""cust_023"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_passenger_ev_hydrogen""}",25.34,257454,758546,0.34,3454,-3454
senior-safe-mileage-annual-ab-comparison/v1,cust_024,driver_024,medical_visit_pattern,병원 방문 반복 외부 목적지형,personal_passenger_general,994000,4800.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,5천km 이하,23.0,228620,765380,annual_integrated_score_adjusted_discount/v4,77.87,A,우대,32.42,annual_integrated_score_adjusted_discount,0,HIGH_INTEGRATED_SCORE_RECEIVES_RATE_UPLIFT,OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING|LOW_MILEAGE|NO_STRONG_RISK_CHANGE,same-annual-input:9f532f6cdd474d48,"{""annual_total_distance_km"":4800.0,""base_premium_krw"":994000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:9f532f6cdd474d48"",""customer_id"":""cust_024"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_passenger_general""}",26.73,265696,728304,3.73,37076,-37076
senior-safe-mileage-annual-ab-comparison/v1,cust_025,driver_025,medical_visit_pattern,병원 방문 반복 외부 목적지형,personal_business,1042000,6500.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,7천km 이하,8.0,83360,958640,annual_integrated_score_adjusted_discount/v4,75.52,A,우대,21.56,annual_integrated_score_adjusted_discount,0,HIGH_INTEGRATED_SCORE_RECEIVES_RATE_UPLIFT,OUT_ZONE_RATIO_INCREASE|CANDIDATE_LIVING_ZONE|OUT_ZONE_SAFE_DRIVING|LOW_MILEAGE|NO_STRONG_RISK_CHANGE,same-annual-input:995047227bfa5329,"{""annual_total_distance_km"":6500.0,""base_premium_krw"":1042000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:995047227bfa5329"",""customer_id"":""cust_025"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_business""}",11.54,120247,921753,3.54,36887,-36887
senior-safe-mileage-annual-ab-comparison/v1,cust_026,driver_026,irregular_family_support,가족 돌봄 불규칙 외부 이동형,personal_passenger_general,1025000,6200.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,7천km 이하,21.0,215250,809750,annual_integrated_score_adjusted_discount/v4,70.23,B,기본,38.36,annual_integrated_score_adjusted_discount,0,STANDARD_SCORE_RECEIVES_SMALL_RATE_ADJUSTMENT,RISK_EVENT_INCREASE|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING|LOW_MILEAGE,same-annual-input:9861bd351842a4fd,"{""annual_total_distance_km"":6200.0,""base_premium_krw"":1025000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:9861bd351842a4fd"",""customer_id"":""cust_026"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_passenger_general""}",19.22,197005,827995,-1.78,-18245,18245
senior-safe-mileage-annual-ab-comparison/v1,cust_027,driver_027,irregular_family_support,가족 돌봄 불규칙 외부 이동형,personal_passenger_general,1043000,5400.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,6천km 이하,22.0,229460,813540,annual_integrated_score_adjusted_discount/v4,72.79,B,기본,35.45,annual_integrated_score_adjusted_discount,0,STANDARD_SCORE_RECEIVES_SMALL_RATE_ADJUSTMENT,RISK_EVENT_INCREASE|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING|LOW_MILEAGE,same-annual-input:be3cf9adfbf1796d,"{""annual_total_distance_km"":5400.0,""base_premium_krw"":1043000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:be3cf9adfbf1796d"",""customer_id"":""cust_027"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_passenger_general""}",22.13,230816,812184,0.13,1356,-1356
senior-safe-mileage-annual-ab-comparison/v1,cust_028,driver_028,irregular_family_support,가족 돌봄 불규칙 외부 이동형,personal_passenger_ev_hydrogen,1041000,7800.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,8천km 이하,22.0,229020,811980,annual_integrated_score_adjusted_discount/v4,67.11,B,기본,34.75,annual_integrated_score_adjusted_discount,0,STANDARD_SCORE_RECEIVES_SMALL_RATE_ADJUSTMENT,RISK_EVENT_INCREASE|OUT_ZONE_RATIO_INCREASE|CANDIDATE_LIVING_ZONE|OUT_ZONE_SAFE_DRIVING|LOW_MILEAGE|NO_STRONG_RISK_CHANGE,same-annual-input:c1ceac72555fbe0b,"{""annual_total_distance_km"":7800.0,""base_premium_krw"":1041000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:c1ceac72555fbe0b"",""customer_id"":""cust_028"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_passenger_ev_hydrogen""}",21.22,220900,820100,-0.78,-8120,8120
senior-safe-mileage-annual-ab-comparison/v1,cust_029,driver_029,irregular_family_support,가족 돌봄 불규칙 외부 이동형,personal_passenger_general,1049000,7000.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,7천km 이하,21.0,220290,828710,annual_integrated_score_adjusted_discount/v4,69.53,B,기본,33.94,annual_integrated_score_adjusted_discount,0,STANDARD_SCORE_RECEIVES_SMALL_RATE_ADJUSTMENT,RISK_EVENT_INCREASE|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING|LOW_MILEAGE|NO_STRONG_RISK_CHANGE,same-annual-input:85a8fb0be0c5cafe,"{""annual_total_distance_km"":7000.0,""base_premium_krw"":1049000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:85a8fb0be0c5cafe"",""customer_id"":""cust_029"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_passenger_general""}",20.6,216094,832906,-0.4,-4196,4196
senior-safe-mileage-annual-ab-comparison/v1,cust_030,driver_030,irregular_family_support,가족 돌봄 불규칙 외부 이동형,personal_business,1037000,8100.0,evaluation_period_only,1,samsungfire_direct_mileage_discount_2026_04_11,9천km 이하,8.0,82960,954040,annual_integrated_score_adjusted_discount/v4,66.55,B,기본,34.12,annual_integrated_score_adjusted_discount,0,STANDARD_SCORE_RECEIVES_SMALL_RATE_ADJUSTMENT,RISK_EVENT_INCREASE|OUT_ZONE_RATIO_INCREASE|OUT_ZONE_SAFE_DRIVING|LOW_MILEAGE|NO_STRONG_RISK_CHANGE,same-annual-input:0b8ca0dde432cec1,"{""annual_total_distance_km"":8100.0,""base_premium_krw"":1037000,""baseline_60_day_usage"":""living_zone_fit_only"",""contract_id"":""same-annual-input:0b8ca0dde432cec1"",""customer_id"":""cust_030"",""evaluation_year"":2026,""existing_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw""],""period_role_scope"":""evaluation"",""proposed_budget_rule"":""score_adjusted_discount_without_portfolio_budget_forcing"",""proposed_model_inputs"":[""annual_total_distance_km"",""vehicle_class"",""base_premium_krw"",""annual_senior_safe_mileage_score"",""annual_out_zone_pattern_change_risk""],""vehicle_class"":""personal_business""}",7.13,73938,963062,-0.87,-9022,9022
