customer_id,driver_id,persona_type,scenario_id,scenario_variant,simulation_seed,period_role,service_month,month,service_date,trip_id,trip_sequence,trip_start_time,trip_end_time,start_gps_x,start_gps_y,end_gps_x,end_gps_y,zone_label,destination_type,destination_label_ko,trip_purpose,trip_distance_km,trip_duration_min,avg_speed,max_speed,night_drive_flag,speeding_count,harsh_accel_count,harsh_brake_count,sharp_turn_count,stop_count,night_driving_signal,sudden_braking_signal,route_deviation_signal,fatigue_indicator,risk_signal_codes,monthly_scenario_event_id,scenario_phase,synthetic_context_note_ko
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,baseline,2025-11,11,2025-11-28,baseline_trip_cust_001_0011,11,2025-11-28 08:20:00,2025-11-28 09:37:00,126.977633,37.566989,126.990853,37.577907,core,clinic,병원,진료/검진,24.14,77.0,18.8,30.9,0,0,0,0,0,8,0,0,0,0,none,baseline_cust_001_2025_11,pre_policy_60_day_baseline,평가기간 전 60일 주행으로 1월 생활권 기준을 생성함
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,baseline,2025-12,12,2025-12-02,baseline_trip_cust_001_0012,12,2025-12-02 14:10:00,2025-12-02 15:15:54,126.977937,37.56628,126.978345,37.566847,core,home,자택,귀가,23.4,65.9,21.3,35.2,0,0,0,0,0,8,0,0,0,0,none,baseline_cust_001_2025_12,pre_policy_60_day_baseline,평가기간 전 60일 주행으로 1월 생활권 기준을 생성함
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,baseline,2025-12,12,2025-12-03,baseline_trip_cust_001_0013,13,2025-12-03 09:15:00,2025-12-03 09:58:12,126.977599,37.566777,126.977646,37.565975,core,home,자택,귀가,18.16,43.2,25.2,46.2,0,0,0,0,0,6,0,0,0,0,none,baseline_cust_001_2025_12,pre_policy_60_day_baseline,평가기간 전 60일 주행으로 1월 생활권 기준을 생성함
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,baseline,2025-12,12,2025-12-05,baseline_trip_cust_001_0014,14,2025-12-05 15:05:00,2025-12-05 15:58:36,126.978845,37.572529,126.977844,37.566366,buffer,pharmacy,약국,처방/약국,21.98,53.6,24.6,40.9,0,0,0,1,0,5,0,1,0,0,SUDDEN_BRAKING,baseline_cust_001_2025_12,pre_policy_60_day_baseline,평가기간 전 60일 주행으로 1월 생활권 기준을 생성함
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,baseline,2025-12,12,2025-12-09,baseline_trip_cust_001_0015,15,2025-12-09 19:30:00,2025-12-09 20:40:24,126.977454,37.566522,126.978516,37.566228,core,home,자택,귀가,20.43,70.4,17.4,35.3,0,0,0,0,0,7,0,0,0,0,none,baseline_cust_001_2025_12,pre_policy_60_day_baseline,평가기간 전 60일 주행으로 1월 생활권 기준을 생성함
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,baseline,2025-12,12,2025-12-10,baseline_trip_cust_001_0016,16,2025-12-10 11:15:00,2025-12-10 12:07:06,126.977522,37.566158,126.978495,37.566635,core,home,자택,귀가,21.37,52.1,24.6,36.4,0,0,0,0,0,6,0,0,0,0,none,baseline_cust_001_2025_12,pre_policy_60_day_baseline,평가기간 전 60일 주행으로 1월 생활권 기준을 생성함
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,baseline,2025-12,12,2025-12-13,baseline_trip_cust_001_0017,17,2025-12-13 15:45:00,2025-12-13 16:37:30,126.978204,37.566889,126.990799,37.578468,core,clinic,병원,진료/검진,19.87,52.5,22.7,40.1,0,0,0,0,0,5,0,0,0,0,none,baseline_cust_001_2025_12,pre_policy_60_day_baseline,평가기간 전 60일 주행으로 1월 생활권 기준을 생성함
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,baseline,2025-12,12,2025-12-14,baseline_trip_cust_001_0018,18,2025-12-14 19:50:00,2025-12-14 20:46:36,126.991057,37.577364,126.977812,37.566259,core,clinic,병원,진료/검진,20.48,56.6,21.7,43.5,0,0,0,0,0,6,0,0,0,0,none,baseline_cust_001_2025_12,pre_policy_60_day_baseline,평가기간 전 60일 주행으로 1월 생활권 기준을 생성함
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,baseline,2025-12,12,2025-12-18,baseline_trip_cust_001_0019,19,2025-12-18 14:15:00,2025-12-18 15:09:48,126.978259,37.566468,126.981012,37.558952,core,market,마트,생활 장보기,19.08,54.8,20.9,32.7,0,0,0,0,0,6,0,0,0,0,none,baseline_cust_001_2025_12,pre_policy_60_day_baseline,평가기간 전 60일 주행으로 1월 생활권 기준을 생성함
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,baseline,2025-12,12,2025-12-20,baseline_trip_cust_001_0020,20,2025-12-20 09:40:00,2025-12-20 10:23:06,126.981404,37.559409,126.978069,37.566882,buffer,market,마트,생활 장보기,22.27,43.1,31.0,50.7,0,0,0,0,0,5,0,0,0,0,none,baseline_cust_001_2025_12,pre_policy_60_day_baseline,평가기간 전 60일 주행으로 1월 생활권 기준을 생성함
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,baseline,2025-12,12,2025-12-23,baseline_trip_cust_001_0021,21,2025-12-23 10:15:00,2025-12-23 11:28:42,126.977936,37.566504,126.978021,37.572593,core,pharmacy,약국,처방/약국,23.83,73.7,19.4,38.8,0,0,0,0,0,6,0,0,0,0,none,baseline_cust_001_2025_12,pre_policy_60_day_baseline,평가기간 전 60일 주행으로 1월 생활권 기준을 생성함
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,baseline,2025-12,12,2025-12-23,baseline_trip_cust_001_0022,22,2025-12-23 09:10:00,2025-12-23 10:23:42,126.981067,37.558645,126.977296,37.566323,core,market,마트,생활 장보기,23.47,73.7,19.1,29.7,0,0,0,0,0,7,0,0,0,0,none,baseline_cust_001_2025_12,pre_policy_60_day_baseline,평가기간 전 60일 주행으로 1월 생활권 기준을 생성함
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,baseline,2025-12,12,2025-12-27,baseline_trip_cust_001_0023,23,2025-12-27 16:20:00,2025-12-27 17:10:36,126.978188,37.566227,126.98164,37.559133,buffer,market,마트,생활 장보기,22.2,50.6,26.3,41.7,0,0,0,0,0,4,0,0,0,0,none,baseline_cust_001_2025_12,pre_policy_60_day_baseline,평가기간 전 60일 주행으로 1월 생활권 기준을 생성함
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,baseline,2025-12,12,2025-12-29,baseline_trip_cust_001_0024,24,2025-12-29 16:15:00,2025-12-29 16:59:48,126.977807,37.566431,126.978414,37.565887,core,home,자택,귀가,15.24,44.8,20.4,47.0,0,1,0,0,0,5,0,0,0,0,none,baseline_cust_001_2025_12,pre_policy_60_day_baseline,평가기간 전 60일 주행으로 1월 생활권 기준을 생성함
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-01,1,2026-01-01,evaluation_trip_cust_001_0025,25,2026-01-01 10:40:00,2026-01-01 11:33:06,126.978088,37.565831,126.991192,37.578276,buffer,clinic,병원,진료/검진,22.91,53.1,25.9,37.6,0,0,0,0,0,6,0,0,0,0,none,monthly_cust_001_2026_01,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-01,1,2026-01-04,evaluation_trip_cust_001_0026,26,2026-01-04 14:50:00,2026-01-04 15:22:54,126.980849,37.558292,126.978584,37.566805,core,market,마트,생활 장보기,15.19,32.9,27.7,44.4,0,0,1,0,0,6,0,0,0,0,none,monthly_cust_001_2026_01,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-01,1,2026-01-05,evaluation_trip_cust_001_0027,27,2026-01-05 15:25:00,2026-01-05 16:13:48,126.978037,37.566689,126.981636,37.559209,core,market,마트,생활 장보기,21.55,48.8,26.5,44.7,0,0,0,0,0,7,0,0,0,0,none,monthly_cust_001_2026_01,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-01,1,2026-01-08,evaluation_trip_cust_001_0028,28,2026-01-08 09:25:00,2026-01-08 10:10:06,126.977881,37.566004,126.977928,37.566328,core,home,자택,귀가,20.84,45.1,27.7,41.7,0,0,0,0,0,6,0,0,0,0,none,monthly_cust_001_2026_01,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-01,1,2026-01-10,evaluation_trip_cust_001_0029,29,2026-01-10 14:35:00,2026-01-10 15:21:30,126.978073,37.566587,126.990662,37.577793,core,clinic,병원,진료/검진,15.42,46.5,19.9,33.9,0,0,0,0,0,6,0,0,0,0,none,monthly_cust_001_2026_01,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-01,1,2026-01-13,evaluation_trip_cust_001_0030,30,2026-01-13 16:35:00,2026-01-13 17:37:36,126.978237,37.566394,126.978215,37.565982,core,home,자택,귀가,18.37,62.6,17.6,37.8,0,0,0,0,0,5,0,0,0,0,none,monthly_cust_001_2026_01,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-01,1,2026-01-15,evaluation_trip_cust_001_0031,31,2026-01-15 10:40:00,2026-01-15 11:21:12,126.978322,37.566293,126.990278,37.577676,buffer,clinic,병원,진료/검진,18.42,41.2,26.8,42.0,0,0,0,0,0,4,0,0,0,0,none,monthly_cust_001_2026_01,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-01,1,2026-01-16,evaluation_trip_cust_001_0032,32,2026-01-16 13:50:00,2026-01-16 14:56:24,126.980898,37.558906,126.978684,37.566967,core,market,마트,생활 장보기,17.7,66.4,16.0,28.6,0,0,0,0,0,6,0,0,0,0,none,monthly_cust_001_2026_01,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-01,1,2026-01-19,evaluation_trip_cust_001_0033,33,2026-01-19 13:35:00,2026-01-19 14:46:48,126.978523,37.566547,126.980889,37.559221,core,market,마트,생활 장보기,22.99,71.8,19.2,30.6,0,0,0,0,0,8,0,0,0,0,none,monthly_cust_001_2026_01,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-01,1,2026-01-22,evaluation_trip_cust_001_0034,34,2026-01-22 09:40:00,2026-01-22 10:54:00,126.977846,37.572792,126.97801,37.56663,core,pharmacy,약국,처방/약국,20.09,74.0,16.3,34.0,0,0,0,0,0,5,0,0,0,0,none,monthly_cust_001_2026_01,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-01,1,2026-01-25,evaluation_trip_cust_001_0035,35,2026-01-25 09:05:00,2026-01-25 09:41:36,126.978059,37.566604,126.980219,37.559129,core,market,마트,생활 장보기,15.31,36.6,25.1,47.7,0,0,0,1,0,5,0,1,0,0,SUDDEN_BRAKING,monthly_cust_001_2026_01,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-01,1,2026-01-28,evaluation_trip_cust_001_0036,36,2026-01-28 15:25:00,2026-01-28 16:09:00,126.980773,37.558864,126.978381,37.566824,buffer,market,마트,생활 장보기,24.28,44.0,33.1,45.9,0,0,0,0,0,6,0,0,0,0,none,monthly_cust_001_2026_01,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-01,1,2026-01-29,evaluation_trip_cust_001_0037,37,2026-01-29 16:15:00,2026-01-29 17:10:42,126.978027,37.566014,126.980804,37.558307,core,market,마트,생활 장보기,16.53,55.7,17.8,38.0,0,0,0,0,0,6,0,0,0,0,none,monthly_cust_001_2026_01,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-02,2,2026-02-01,evaluation_trip_cust_001_0038,38,2026-02-01 08:40:00,2026-02-01 09:32:54,126.978385,37.566818,126.978403,37.566688,core,home,자택,귀가,24.24,52.9,27.5,48.7,0,0,0,0,0,7,0,0,0,0,none,monthly_cust_001_2026_02,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-02,2,2026-02-03,evaluation_trip_cust_001_0039,39,2026-02-03 11:50:00,2026-02-03 12:51:54,126.978517,37.566455,126.978723,37.57236,core,pharmacy,약국,처방/약국,26.2,61.9,25.4,46.1,0,0,0,0,0,8,0,0,0,0,none,monthly_cust_001_2026_02,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-02,2,2026-02-06,evaluation_trip_cust_001_0040,40,2026-02-06 08:35:00,2026-02-06 09:56:18,126.99133,37.577969,126.978043,37.566399,core,clinic,병원,진료/검진,24.12,81.3,17.8,35.1,0,0,0,0,0,6,0,0,0,0,none,monthly_cust_001_2026_02,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-02,2,2026-02-09,evaluation_trip_cust_001_0041,41,2026-02-09 10:45:00,2026-02-09 11:23:12,126.978011,37.56606,126.980743,37.559431,core,market,마트,생활 장보기,16.18,38.2,25.4,36.2,0,0,0,0,0,6,0,0,0,0,none,monthly_cust_001_2026_02,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-02,2,2026-02-10,evaluation_trip_cust_001_0042,42,2026-02-10 15:10:00,2026-02-10 15:59:42,126.981488,37.55829,126.977818,37.566759,core,market,마트,생활 장보기,20.54,49.7,24.8,45.1,0,0,0,0,0,6,0,0,0,0,none,monthly_cust_001_2026_02,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-02,2,2026-02-13,evaluation_trip_cust_001_0043,43,2026-02-13 08:45:00,2026-02-13 09:47:12,126.977206,37.566746,126.99081,37.577739,core,clinic,병원,진료/검진,26.0,62.2,25.1,51.9,0,1,0,0,0,8,0,0,0,0,none,monthly_cust_001_2026_02,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-02,2,2026-02-15,evaluation_trip_cust_001_0044,44,2026-02-15 18:10:00,2026-02-15 18:51:06,126.980616,37.559017,126.977768,37.566683,buffer,market,마트,생활 장보기,20.27,41.1,29.6,44.5,0,0,0,0,0,5,0,0,0,0,none,monthly_cust_001_2026_02,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-02,2,2026-02-18,evaluation_trip_cust_001_0045,45,2026-02-18 09:05:00,2026-02-18 09:47:24,126.977805,37.566188,126.981178,37.559111,buffer,market,마트,생활 장보기,21.64,42.4,30.6,44.8,0,0,0,0,0,5,0,0,0,0,none,monthly_cust_001_2026_02,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-02,2,2026-02-21,evaluation_trip_cust_001_0046,46,2026-02-21 11:40:00,2026-02-21 12:46:48,126.981545,37.559296,126.977968,37.565941,core,market,마트,생활 장보기,21.61,66.8,19.4,33.9,0,0,0,0,0,6,0,0,0,0,none,monthly_cust_001_2026_02,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-02,2,2026-02-23,evaluation_trip_cust_001_0047,47,2026-02-23 13:45:00,2026-02-23 14:24:30,126.97812,37.566522,126.981432,37.558197,core,market,마트,생활 장보기,16.32,39.5,24.8,51.7,0,0,0,0,1,7,0,0,0,0,none,monthly_cust_001_2026_02,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-02,2,2026-02-25,evaluation_trip_cust_001_0048,48,2026-02-25 09:15:00,2026-02-25 10:15:42,126.977899,37.572036,126.978271,37.56613,core,pharmacy,약국,처방/약국,16.48,60.7,16.3,28.4,0,0,0,0,0,6,0,0,0,0,none,monthly_cust_001_2026_02,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-03,3,2026-03-01,evaluation_trip_cust_001_0049,49,2026-03-01 10:40:00,2026-03-01 11:53:00,126.978236,37.566363,126.977635,37.566304,core,home,자택,귀가,22.51,73.0,18.5,37.8,0,0,0,0,0,8,0,0,0,0,none,monthly_cust_001_2026_03,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-03,3,2026-03-03,evaluation_trip_cust_001_0050,50,2026-03-03 16:00:00,2026-03-03 17:02:12,126.980641,37.55837,126.978513,37.566626,core,market,마트,생활 장보기,22.79,62.2,22.0,33.0,0,0,0,0,0,7,0,0,0,0,none,monthly_cust_001_2026_03,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-03,3,2026-03-06,evaluation_trip_cust_001_0051,51,2026-03-06 13:30:00,2026-03-06 14:08:18,126.977419,37.566931,126.99045,37.577828,core,clinic,병원,진료/검진,14.5,38.3,22.7,44.4,0,0,0,0,0,7,0,0,0,0,none,monthly_cust_001_2026_03,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-03,3,2026-03-08,evaluation_trip_cust_001_0052,52,2026-03-08 08:50:00,2026-03-08 09:34:54,126.977892,37.566569,126.97786,37.566846,buffer,home,자택,귀가,21.32,44.9,28.5,49.4,0,0,0,0,0,4,0,0,0,0,none,monthly_cust_001_2026_03,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-03,3,2026-03-11,evaluation_trip_cust_001_0053,53,2026-03-11 08:20:00,2026-03-11 09:02:24,126.978348,37.56694,126.978668,37.566817,buffer,home,자택,귀가,23.52,42.4,33.3,49.6,0,0,0,0,0,6,0,0,0,0,none,monthly_cust_001_2026_03,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-03,3,2026-03-12,evaluation_trip_cust_001_0054,54,2026-03-12 14:25:00,2026-03-12 15:15:30,126.981241,37.558513,126.978742,37.56661,core,market,마트,생활 장보기,15.16,50.5,18.0,28.0,0,0,0,0,0,5,0,0,0,0,none,monthly_cust_001_2026_03,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-03,3,2026-03-14,evaluation_trip_cust_001_0055,55,2026-03-14 14:50:00,2026-03-14 15:46:00,126.977939,37.56587,126.980652,37.559113,core,market,마트,생활 장보기,17.82,56.0,19.1,38.0,0,0,0,0,0,5,0,0,0,0,none,monthly_cust_001_2026_03,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-03,3,2026-03-18,evaluation_trip_cust_001_0056,56,2026-03-18 13:40:00,2026-03-18 14:20:12,126.981084,37.558757,126.977889,37.566845,buffer,market,마트,생활 장보기,20.45,40.2,30.5,41.5,0,0,0,0,0,5,0,0,0,0,none,monthly_cust_001_2026_03,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
cust_001,driver_001,stable_local_low_mileage,scenario_stable_local_low_mileage_01,market_loop,20260507,evaluation,2026-03,3,2026-03-21,evaluation_trip_cust_001_0057,57,2026-03-21 14:05:00,2026-03-21 14:46:24,126.978349,37.566485,126.978194,37.571786,core,pharmacy,약국,처방/약국,19.19,41.4,27.8,45.6,0,0,0,0,0,7,0,0,0,0,none,monthly_cust_001_2026_03,stable_reference,자택·마트·병원 중심의 반복 이동이 유지됨
